	CURIE	counts
809	NCBITAXON:104609	3
810	NCBITAXON:1046117	1
811	NCBITAXON:104623	10
812	NCBITAXON:1046240	11
813	NCBITAXON:10463	1
814	NCBITAXON:1046350	1
815	NCBITAXON:1046353	1
816	NCBITAXON:10464	1
817	NCBITAXON:104657	1
818	NCBITAXON:104660	1
819	NCBITAXON:104662	1
820	NCBITAXON:1046624	1
821	NCBITAXON:104663	1
822	NCBITAXON:104669	3
823	NCBITAXON:1046714	1
824	NCBITAXON:104684	1
825	NCBITAXON:104685	1
826	NCBITAXON:10469	64
827	NCBITAXON:1046911	1
828	NCBITAXON:1046912	1
829	NCBITAXON:1046956	1
830	NCBITAXON:1046957	1
831	NCBITAXON:1046958	1
832	NCBITAXON:1046960	1
833	NCBITAXON:1046963	1
834	NCBITAXON:1046965	1
835	NCBITAXON:1046970	1
836	NCBITAXON:1046972	1
837	NCBITAXON:1046973	1
838	NCBITAXON:1046982	1
839	NCBITAXON:1046983	1
840	NCBITAXON:1046985	1
841	NCBITAXON:1046987	1
842	NCBITAXON:1046989	1
843	NCBITAXON:1047003	1
844	NCBITAXON:1047006	1
845	NCBITAXON:1047007	1
846	NCBITAXON:104701	1
847	NCBITAXON:1047010	1
848	NCBITAXON:1047012	1
849	NCBITAXON:1047014	1
850	NCBITAXON:1047016	1
851	NCBITAXON:104702	1
852	NCBITAXON:1047021	1
853	NCBITAXON:1047022	1
854	NCBITAXON:1047024	1
855	NCBITAXON:1047025	1
856	NCBITAXON:1047026	1
857	NCBITAXON:1047027	1
858	NCBITAXON:1047028	1
859	NCBITAXON:1047029	1
860	NCBITAXON:1047030	1
861	NCBITAXON:1047033	1
862	NCBITAXON:1047035	1
863	NCBITAXON:1047037	1
864	NCBITAXON:1047049	1
865	NCBITAXON:1047053	1
866	NCBITAXON:1047054	1
867	NCBITAXON:1047055	1
868	NCBITAXON:1047060	1
869	NCBITAXON:1047061	1
870	NCBITAXON:1047063	1
871	NCBITAXON:1047068	3
872	NCBITAXON:1047069	1
873	NCBITAXON:1047070	2
874	NCBITAXON:1047076	1
875	NCBITAXON:1047077	1
876	NCBITAXON:1047078	1
877	NCBITAXON:1047079	1
878	NCBITAXON:104711	3
879	NCBITAXON:1047167	6
880	NCBITAXON:1047168	2
881	NCBITAXON:1047171	140
882	NCBITAXON:104724	3
883	NCBITAXON:10473	23
884	NCBITAXON:104731	1
885	NCBITAXON:104744	16
886	NCBITAXON:10475	1
887	NCBITAXON:104758	42
888	NCBITAXON:104759	10
889	NCBITAXON:104760	30
